scheme,category,is_number,title,qco_order,mandatory_status,certifying_body
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1673: 1984,"Specification for Mild Steel Wire, Cold Heading Quality","Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1812: 1982,Specification for Carbon Steel Wire for the Manufacture of Wood Screws,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2507: 1975,Specification for Cold – rolled Steel Strips For Springs.,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2255: 1977,Specification for Mild Steel Wire Rod for the Manufacture of Machine Screws (By Cold Heading Process).,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 3195: 1992,Steel For the Manufacture of Volute And Helical Springs (for Railway Rolling Stock) – Specification .,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 3431: 1982,"Specification for Steel for the manufacture of volute, helical and laminated springs for automotive suspension.","Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 3885-Part-1: 1992,Steel for the manufacture of laminated springs (railway rolling stock) Part 1 Flat Sections – Specification.,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 3885-Part- 2: 1992,Steel for the manufacture of laminated springs (railway rolling stock) Part 2: Rib and Groove Sections- Specification.,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 4223: 1975,Specification for Steel Wire for Umbrella Ribs .,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 4224: 1972,"Specification for Steel Wire for Staples, Pins And Clips.","Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 4397: 1999,Cold-rolled Carbon Steel Strips for Ball and Roller Bearing Cages/ Retainers- Specification.,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 4398: 1994,"Carbon-chromium Steel for the Manufacture of Balls, Rollers and Bearing Races- Specification","Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 6902: 1973,Specification for Steel Wire for spokes.,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 6967: 1973,Specification for Steel For Electrically welded round Link Chains.,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 7226: 1974,"Specification for Cold rolled medium, high carbon and low alloy steel strip for general engineering purposes.","Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 7557: 1982,Specification for Steel Wire: (Up to 20 mm) for the manufacture of cold-forged rivets.,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 8052: 2006,"Steel ingots, billets and blooms for the production of springs, rivets and screws for general engineering applications – Specification.","Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 8951: 2001,"Steel Cast Billet Ingots, Billets and Blooms for production of High Carbon Steel Wire Rods- Specification","Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 8952: 1995,"Steel ingots, blooms and billets for production of mild steel wire rods for general engineering purposes – Specification","Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 9476: 1980,Specification for Cold rolled steel strips for carbon steel razor blades.,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 9962: 1981,Specification for Steel Wire for Needles.,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17111: 2019 (ISO 683- 17: 2014),Heat-Treated Steels Alloy and Free-Cutting Steels — Ball and Roller Bearing Steels.,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 14331:1995,Steels for High Temperature Bolting Applications – Specification,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 12594: 1988,Hot-dip Zinc Coating on Structural Steel Bars for Concrete Reinforcement – Specification,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 14650:1999,"Carbon Steel Cast Billet Ingots, Billets, Blooms and Slabs for Rerolling purposes- Specification","Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 4882: 1979,Specification for Low Carbon Steel Wire for Rivets for use in Bearing Industry,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2090:1983,Specification for High Tensile Steel Bars used in Pre-stressed Concrete,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 6529:1996,Stainless Steel Blooms Billets And Slabs For Forging,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 9294:1979,Cold-Rolled Stainless Steel Strips for Razor Blades,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 10631:1983,Stainless Steel for welding electrode core wire,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 10632 (Part 2):1983,Specification for Non Magnetic stainless steel for electrical applications Part 2 Specific requirements for binding wire.,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 10632 (Part 3):1983,"Specification for Non Magnetic stainless steel for electrical applications Part 3 Specific requirements for sheets, strips and plates.","Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 11169 (Part 2): 1989,Steels for cold heading/cold extrusion applications – specification Part 2 Stainless steel,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 5651:1987,Steels for Pneumatic Tools,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 9516:1980,Heat Resisting Steels,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 11952:1986,Steels For Piston Pins (Gudgeon Pins),"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 12045:1987,Alloys Used in Electrical Resistance Metallic Heating Elements,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 14652:1999,18 Percent Nickel Maraging Steel Bars and Rods,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1566:1982,Specification for Hard-drawn Steel Wire Fabric For Concrete Reinforcement,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
